date,athlete,energy (J/kg),min_from_start,duration_min,energy_per_min,from_time,gd,last_gd,betting_position
match4,athlete1,2721,54.0,5.0,544.2,49.0,0,0,close
match4,athlete1,2979,59.0,5.0,595.8,54.0,0,0,close
match4,athlete1,2969,64.0,5.0,593.8,59.0,0,0,close
match4,athlete1,2271,69.0,5.0,454.2,64.0,0,0,close
match4,athlete1,839,72.0,2.0,419.5,70.0,0,0,close
match3,athlete1,2446,5.0,5.0,489.2,0.0,0,0,close
match3,athlete1,1921,10.0,5.0,384.2,5.0,0,0,close
match3,athlete1,2937,15.0,5.0,587.4,10.0,1,0,close
match3,athlete1,2651,20.0,5.0,530.2,15.0,1,0,close
match3,athlete1,2907,25.0,5.0,581.4,20.0,1,0,close
match3,athlete1,2683,30.0,5.0,536.6,25.0,1,0,close
match3,athlete1,2274,35.0,5.0,454.8,30.0,1,0,close
match3,athlete1,3050,40.0,5.0,610.0,35.0,1,0,close
match3,athlete1,2048,45.0,5.0,409.6,40.0,1,0,close
match3,athlete1,2693,50.0,5.0,538.6,45.0,1,0,close
match3,athlete1,3390,55.0,5.0,678.0,50.0,1,0,close
match3,athlete1,2766,60.0,5.0,553.2,55.0,1,0,close
match3,athlete1,2320,65.0,5.0,464.0,60.0,1,0,close
match3,athlete1,2466,70.0,5.0,493.2,65.0,1,0,close
match3,athlete1,1699,75.0,5.0,339.8,70.0,1,0,close
match3,athlete1,2251,80.0,5.0,450.2,75.0,1,0,close
match3,athlete1,2207,85.0,5.0,441.4,80.0,0,1,close
match3,athlete1,2466,90.0,5.0,493.2,85.0,0,1,close
match3,athlete1,1195,95.0,5.0,239.0,90.0,-1,0,close
match3,athlete1,525,97.0,2.0,262.5,95.0,-1,0,close
match7,athlete1,1953,3.0,3.0,651.0,0.0,0,0,close
match7,athlete1,2907,8.0,5.0,581.4,3.0,0,0,close
match7,athlete1,2843,13.0,5.0,568.6,8.0,0,0,close
match7,athlete1,2512,18.0,5.0,502.4,13.0,0,0,close
match7,athlete1,3036,23.0,5.0,607.2,18.0,0,0,close
match7,athlete1,2959,28.0,5.0,591.8,23.0,0,0,close
match7,athlete1,1785,33.0,5.0,357.0,28.0,0,0,close
match7,athlete1,1476,37.0,4.0,369.0,33.0,0,0,close
match6,athlete1,1431,5.0,5.0,286.2,0.0,0,0,close
match6,athlete1,3306,10.0,5.0,661.2,5.0,0,0,close
match6,athlete1,2901,15.0,5.0,580.2,10.0,0,0,close
match6,athlete1,2351,20.0,5.0,470.2,15.0,0,0,close
match6,athlete1,3614,25.0,5.0,722.8,20.0,1,0,close
match6,athlete1,1471,30.0,5.0,294.2,25.0,1,0,close
match6,athlete1,3306,35.0,5.0,661.2,30.0,1,0,close
match6,athlete1,2901,40.0,5.0,580.2,35.0,1,0,close
match6,athlete1,2351,45.0,5.0,470.2,40.0,2,1,close
match32,athlete1,1469,5.0,5.0,293.8,0.0,0,0,favorite
match32,athlete1,2222,10.0,5.0,444.4,5.0,0,0,favorite
match32,athlete1,2793,15.0,5.0,558.6,10.0,0,0,favorite
match32,athlete1,2869,20.0,5.0,573.8,15.0,1,0,favorite
match32,athlete1,2768,25.0,5.0,553.6,20.0,1,0,favorite
match32,athlete1,2357,30.0,5.0,471.4,25.0,1,0,favorite
match32,athlete1,2449,35.0,5.0,489.8,30.0,0,1,favorite
match32,athlete1,1911,40.0,5.0,382.2,35.0,0,1,favorite
match32,athlete1,3291,45.0,5.0,658.2,40.0,0,1,favorite
match32,athlete1,1852,50.0,5.0,370.4,45.0,0,1,favorite
match32,athlete1,3212,55.0,5.0,642.4,50.0,1,0,favorite
match32,athlete1,2242,60.0,5.0,448.4,55.0,1,0,favorite
match32,athlete1,2536,65.0,5.0,507.2,60.0,1,0,favorite
match32,athlete1,2671,70.0,5.0,534.2,65.0,1,0,favorite
match32,athlete1,2174,75.0,5.0,434.8,70.0,1,0,favorite
match32,athlete1,2176,80.0,5.0,435.2,75.0,2,1,favorite
match32,athlete1,1370,85.0,5.0,274.0,80.0,2,1,favorite
match32,athlete1,2762,90.0,5.0,552.4,85.0,2,1,favorite
match32,athlete1,3015,95.0,5.0,603.0,90.0,2,1,favorite
match32,athlete1,1558,100.0,5.0,311.6,95.0,2,1,favorite
match18,athlete1,2486,5.0,5.0,497.2,0.0,0,0,close
match18,athlete1,2443,10.0,5.0,488.6,5.0,0,0,close
match18,athlete1,2183,15.0,5.0,436.6,10.0,0,0,close
match18,athlete1,2031,20.0,5.0,406.2,15.0,-1,0,close
match18,athlete1,2373,25.0,5.0,474.6,20.0,-1,0,close
match18,athlete1,3239,30.0,5.0,647.8,25.0,-1,0,close
match18,athlete1,2635,35.0,5.0,527.0,30.0,-1,0,close
match18,athlete1,2240,40.0,5.0,448.0,35.0,-1,0,close
match18,athlete1,2993,45.0,5.0,598.6,40.0,-1,0,close
match18,athlete1,2137,50.0,5.0,427.4,45.0,-2,-1,close
